baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,diffexpressed
ENSG00000107338,355.676666605836,1.02332643706299,0.280707754083399,3.64552251292266,0.000266849051523092,0.00773145876124289,Up-regulated
ENSG00000109265,196.738971679401,1.26779673932401,0.348333114572343,3.63961014984326,0.000273051118696172,0.00784538029446418,Up-regulated
ENSG00000175130,1047.02597325486,1.06975916616847,0.294357043111529,3.63422310151126,0.000278819520484105,0.0079977665776072,Up-regulated
ENSG00000171033,397.044556407484,1.16942007206556,0.323161232044011,3.61868923654276,0.00029609894391788,0.00839579074478482,Up-regulated
ENSG00000185585,1488.12381726582,1.61216191209107,0.447708512986075,3.60091860067269,0.000317094850198374,0.00896169210020544,Up-regulated
ENSG00000169744,1057.30803500586,1.09112602018631,0.303702435099584,3.5927470249902,0.000327210217162421,0.00916940398999781,Up-regulated
ENSG00000246859,135.913460163004,1.26449381666931,0.35199368403261,3.59237643750494,0.000327676039188309,0.00916940398999781,Up-regulated
ENSG00000154263,248.986155068827,1.18478212553591,0.3302968621289,3.587022044047,0.000334476057031449,0.00930069654238175,Up-regulated
ENSG00000145632,787.71418168456,1.19956242232722,0.334624648440353,3.58479994799618,0.000337336677212683,0.00933514381748174,Up-regulated
ENSG00000177570,208.379570224638,1.87940548877825,0.524434083347371,3.5836829612262,0.000338783262515403,0.00936017500338557,Up-regulated
ENSG00000122679,29.050574847348,3.49385768750226,0.975066588596076,3.58319906390475,0.000339411747435988,0.00936255919285088,Up-regulated
ENSG00000066468,44.6063834494202,2.42537866275898,0.679105455013495,3.57143157200937,0.000355035312494967,0.00974681999389997,Up-regulated
ENSG00000143494,23.2094727532143,3.14036454341465,0.880715638654997,3.56569635598901,0.000362891339772625,0.00994667881776776,Up-regulated
ENSG00000198932,261.417594015535,1.00178203370281,0.281366651474862,3.56041495483452,0.000370269218409622,0.0100848720244438,Up-regulated
ENSG00000144644,25.2024094162764,2.88732594825224,0.817795720227663,3.53062002751549,0.000414586862039836,0.0110993580367502,Up-regulated
ENSG00000122877,29.4558494773067,2.65276129682088,0.751317125884598,3.53081435977853,0.000414282398487324,0.0110993580367502,Up-regulated
ENSG00000164070,906.230840325743,1.29251459387446,0.366577268370394,3.52589946348905,0.000422047153102745,0.0112641580212955,Up-regulated
ENSG00000182985,293.296578250749,1.60239012188213,0.455062210243105,3.52125508515878,0.00042950922648674,0.0114104081891893,Up-regulated
ENSG00000109881,104.570438523415,1.42371912338955,0.406302298728664,3.50408828068268,0.000458173442683308,0.0119941162991828,Up-regulated
ENSG00000178734,59.5952794411415,1.85513765696202,0.530783766899646,3.49509117017282,0.000473899848657998,0.0123428394971739,Up-regulated
ENSG00000077264,423.554201804253,1.1559000124782,0.331129025853522,3.49078432341814,0.000481604864742995,0.0124870162227958,Up-regulated
ENSG00000095585,51.4186566210065,3.1823869826453,0.911991875645895,3.48949049616419,0.000483942266205112,0.0125233099372895,Up-regulated
ENSG00000133216,414.430430877225,1.61332978646071,0.46250941741985,3.48820959248962,0.000486266738861335,0.0125513513402953,Up-regulated
ENSG00000269959,17.8486710455495,3.82040536505199,1.0981017328843,3.47909965957091,0.000503101451853009,0.0129103106979502,Up-regulated
ENSG00000129048,113.650974072977,1.6673637820846,0.479470942674778,3.47750746433776,0.00050609895895704,0.0129375899974962,Up-regulated
